station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;tre005d0;tre005dx;tre005dn;ure200d0;pva200d0;prestad0;pp0qffd0;ppz850d0;ppz700d0;pp0qnhd0;fkl010d0;fkl010d1;fu3010d0;fu3010d1;fkl010d3;fu3010d3;wcc006d0;rre150d0;rka150d0;htoautd0;gre000d0;oli000d0;olo000d0;osr000d0;ods000d0;sre000d0;sremaxdv;erefaod0;xcd000d0;dkl010d0;xno000d0;xno012d0;rreetsd0;tso005d0;tso010d0;tso020d0
BEH;01.01.2026 00:00;-8.9;-6.1;-11.1;;;;52.7;1.6;765.8;;1443.7;;1008.6;3.3;9.9;11.9;35.6;9.5;34.2;;0;0;;76;;;;16;344;98;0.6;0;86;28.9;20.9;;;;
BEH;02.01.2026 00:00;-8.2;-4.8;-11.6;;;;65;2.1;757.6;;1356.3;;998.4;3;18.2;10.8;65.5;17.7;63.7;;0;0;;75;;;;17;339;97;0.4;0;51;28.2;20.2;;;;
BEH;03.01.2026 00:00;-11.2;-7.8;-15.3;;;;57.1;1.5;757.4;;1363.8;;998;3.7;14.7;13.3;52.9;14;50.4;;0;0;;75;;;;10;352;100;0.5;0;343;31.2;23.2;;;;
BEH;04.01.2026 00:00;-13.8;-11.4;-16.3;;;;43.8;0.9;760.2;;1402;;1001.6;4.6;16.8;16.6;60.5;16.6;59.8;;0;0;;78;;;;9;354;100;0.6;0;338;33.8;25.8;;;;
BEH;05.01.2026 00:00;-13.2;-10.1;-15.8;;;;36.7;0.8;759.3;;1391;;1000.5;5.2;15.3;18.7;55.1;14.9;53.6;;0;0;;72;;;;16;352;100;0.8;0;331;33.2;25.2;;;;
BEH;06.01.2026 00:00;-13.1;-10.9;-17.1;;;;38.8;0.9;760.4;;1401.8;;1001.8;10.3;15.3;37.1;55.1;14.9;53.6;;0;0;;61;;;;21;303;86;0.8;0;342;33.1;25.1;;;;
BEH;07.01.2026 00:00;-15.4;-11.5;-19.1;;;;44.1;0.8;760.2;;1407.3;;1001.6;7.9;16.9;28.4;60.8;16.4;59;;0;0;;79;;;;10;355;100;0.7;0;338;35.4;27.4;;;;
BEH;08.01.2026 00:00;-9;-4.2;-13.4;;;;71.7;2.3;762.7;;1411.7;;1004.7;7.1;19.1;25.6;68.8;18.5;66.6;;1.1;1;;36;;;;34;0;0;0.6;0;342;29;21;;;;
BEH;09.01.2026 00:00;-7.2;-5.1;-11.9;;;;79.9;2.9;757.2;;1348.5;;997.8;3.5;10.2;12.6;36.7;9.9;35.6;;0;0.1;;50;;;;41;42;12;0.2;0;51;27.2;19.2;;;;
BEH;10.01.2026 00:00;-9.9;-8.9;-11.7;;;;60.6;1.7;758.2;;1367.8;;999.1;10.5;22;37.8;79.2;20.7;74.5;;0;0;;44;;;;39;0;0;0.8;0;322;29.9;21.9;;;;
BEH;11.01.2026 00:00;-11.6;-9.6;-14.6;;;;52.7;1.4;769.2;;1486.8;;1012.8;9.4;19.7;33.8;70.9;19.5;70.2;;0;0;;81;;;;19;281;79;0.7;0;328;31.6;23.6;;;;
BEH;12.01.2026 00:00;-5.7;-0.3;-12.1;;;;40;1.8;772.6;;1505;;1017.1;2.3;10.6;8.3;38.2;10.3;37.1;;0;0;;78;;;;34;188;53;0.7;0;353;25.7;17.7;;;;
BEH;13.01.2026 00:00;-3.8;-1.7;-5.3;;;;70.9;3.3;774.1;;1514.2;;1018.9;2.8;8.1;10.1;29.2;7.9;28.4;;0;0;;39;;;;37;3;1;0.6;0;116;23.8;15.8;;;;
BEH;14.01.2026 00:00;-3.6;-1.7;-4.9;;;;80.9;3.8;775.1;;1524.5;;1020.2;1.7;4.8;6.1;17.3;4.3;15.5;;0;0;;68;;;;45;130;36;0.3;0;120;23.6;15.6;;;;
BEH;15.01.2026 00:00;-3.7;-2.7;-5;;;;92.8;4.3;774;;1512.9;;1018.8;3.5;11.8;12.6;42.5;11.5;41.4;;0.5;0.3;;36;;;;34;0;0;0.3;0;124;23.7;15.7;;;;
BEH;16.01.2026 00:00;-3.1;-1.9;-4.3;;;;83;4;774.2;;1514.1;;1019.1;4.5;11.2;16.2;40.3;10.8;38.9;;0;0.2;;55;;;;44;45;13;0.5;0;129;23.1;15.1;;;;
BEH;17.01.2026 00:00;-2.2;-1.1;-3.6;;;;83.5;4.3;775.4;;1523.9;;1020.6;4.8;11.2;17.3;40.3;10.8;38.9;;0;0;;37;;;;35;0;0;0.5;0;120;22.2;14.2;;;;
BEH;18.01.2026 00:00;-3.7;-2.9;-4.3;;;;95.8;4.5;775.9;;1533.1;;1021.2;4.1;9.3;14.8;33.5;8.9;32;;2.5;2.5;;30;;;;29;0;0;0.3;0;129;23.7;15.7;;;;
BEH;19.01.2026 00:00;-4.8;-3.8;-7.1;;;;94.5;4;775.6;;1532.6;;1020.8;5.2;10.6;18.7;38.2;10.5;37.8;;0.2;0.2;;35;;;;34;0;0;0.2;0;126;24.8;16.8;;;;
BEH;20.01.2026 00:00;-6.3;-4.7;-8.7;;;;79.6;3;773.6;;1516.2;;1018.3;3.1;8.8;11.2;31.7;8.5;30.6;;0;0;;78;;;;31;261;71;0.4;0;104;26.3;18.3;;;;
BEH;21.01.2026 00:00;-6.3;-2.6;-9.1;;;;70.7;2.7;763.4;;1410.3;;1005.6;2;7.2;7.2;25.9;6.6;23.8;;0;0;;92;;;;14;367;99;0.4;0;34;26.3;18.3;;;;
BEH;22.01.2026 00:00;-5.9;-2.1;-9.2;;;;53.6;2.1;756.2;;1332.8;;996.6;1.3;6;4.7;21.6;5.1;18.4;;0;0;;87;;;;27;368;99;0.4;0;63;25.9;17.9;;;;
BEH;23.01.2026 00:00;-5.4;-3.6;-7.9;;;;78;3.2;756.7;;1337.2;;997.3;4.9;19.2;17.6;69.1;17.6;63.4;;5.3;3.9;;47;;;;40;33;9;0.5;0;127;25.4;17.4;;;;
BEH;24.01.2026 00:00;-4.3;-3;-5.1;;;;88.2;3.9;758.1;;1348;;999;5.7;12.7;20.5;45.7;12.7;45.7;;7.4;1.9;;59;;;;53;18;5;0.4;0;132;24.3;16.3;;;;
BEH;25.01.2026 00:00;-6.6;-4.1;-10.2;;;;86;3.2;754.5;;1317.3;;994.4;3.4;12.2;12.2;43.9;12.1;43.6;;1.9;8.8;;40;;;;38;0;0;0.3;0;115;26.6;18.6;;;;
BEH;26.01.2026 00:00;-8;-3.8;-12.4;;;;63;2.1;757.2;;1350.9;;997.8;4.9;12.1;17.6;43.6;11.9;42.8;;0;0;;138;;;;54;371;99;0.8;0;336;28;20;;;;
BEH;27.01.2026 00:00;-6.9;-4.2;-10.2;;;;63;2.3;759.4;;1370.1;;1000.6;3.8;13.6;13.7;49;13.4;48.2;;10;4;;97;;;;35;342;91;0.6;0;121;26.9;18.9;;;;
BEH;28.01.2026 00:00;-3.3;-2.3;-5;;;;92.9;4.5;750.4;;1261.8;;989.4;6.4;14.7;23;52.9;14.2;51.1;;10.8;14.8;;36;;;;35;0;0;0.3;0;132;23.3;15.3;;;;
BEH;29.01.2026 00:00;-6.6;-3.9;-10.3;;;;78.6;3;753.4;;1305.1;;993;6.6;14.6;23.8;52.6;14.2;51.1;;0;2;;87;;;;48;180;47;0.5;0;344;26.6;18.6;;;;
BEH;30.01.2026 00:00;-7.7;-5.3;-9.3;;;;72.3;2.5;756.6;;1343.4;;997.1;1.4;4.8;5;17.3;4.5;16.2;;0;0;;69;;;;54;83;22;0.4;0;351;27.7;19.7;;;;
BEH;31.01.2026 00:00;-7.4;-3.9;-9.5;;;;65.6;2.3;759;;1368.1;;1000.1;2.3;8.2;8.3;29.5;7.8;28.1;;0;0;;108;;;;15;386;100;0.6;0;333;27.4;19.4;;;;
BEH;01.02.2026 00:00;-8.3;-6;-11.1;;;;62.3;2;762.1;;1403.9;;1004;3.6;9.9;13;35.6;9.6;34.6;;0;0;;110;;;;15;388;100;0.6;0;322;28.3;20.3;;;;
BEH;02.02.2026 00:00;-7.7;-5.4;-11.3;;;;79.4;2.8;760.4;;1383.5;;1001.8;3.8;14.9;13.7;53.6;14.2;51.1;;5.8;2.1;;111;;;;60;235;60;0.4;0;121;27.7;19.7;;;;
BEH;03.02.2026 00:00;-4.3;-2.5;-5.7;;;;89.5;4;760.5;;1373.1;;1002;8;25.7;28.8;92.5;24.6;88.6;;8.5;12.2;;44;;;;43;0;0;0.5;0;129;24.3;16.3;;;;
BEH;04.02.2026 00:00;-5.1;-3.2;-7.5;;;;88.3;3.7;755.3;;1320.7;;995.5;5.9;12.2;21.2;43.9;12;43.2;;4.6;4.6;;37;;;;35;0;0;0.4;0;122;25.1;17.1;;;;
BEH;05.02.2026 00:00;-4.5;-0.9;-6.6;;;;86.4;3.8;752.1;;1284.6;;991.5;5;15.2;18;54.7;14.3;51.5;;0.3;0.3;;119;;;;33;380;94;0.6;0;56;24.5;16.5;;;;
BEH;06.02.2026 00:00;-3.4;-0.5;-5.9;;;;76.6;3.6;754.3;;1303.5;;994.2;6.3;13.5;22.7;48.6;13.3;47.9;;0;0;;68;;;;61;19;5;0.8;0;333;23.4;15.4;;;;
BEH;07.02.2026 00:00;-4.7;-2.4;-6.4;;;;64.7;2.8;761.5;;1385.8;;1003.3;2;7.1;7.2;25.6;7;25.2;;0;0;;93;;;;31;265;63;0.7;0;338;24.7;16.7;;;;
BEH;08.02.2026 00:00;-5.9;-2.3;-8.1;;;;70;2.8;762.8;;1403.1;;1004.9;2.2;7.9;7.9;28.4;7.6;27.4;;0;0;;108;;;;33;352;83;0.6;0;103;25.9;17.9;;;;
BEH;09.02.2026 00:00;-6.6;-5;-9;;;;76;2.9;762.6;;1402.9;;1004.6;1.6;5.8;5.8;20.9;5.2;18.7;;0;0;;103;;;;52;273;64;0.5;0;63;26.6;18.6;;;;
BEH;10.02.2026 00:00;-5.4;-4.5;-7;;;;94.1;3.8;759.7;;1368.4;;1000.9;4.3;12.7;15.5;45.7;11.8;42.5;;4.5;3.7;;53;;;;51;0;0;0.3;0;125;25.4;17.4;;;;
BEH;11.02.2026 00:00;-3.6;-1.6;-5.3;;;;88.4;4.2;754.5;;1307.1;;994.5;3;19;10.8;68.4;18.1;65.2;;0;0.8;;92;;;;72;54;13;0.5;0;113;23.6;15.6;;;;
BEH;12.02.2026 00:00;-3.3;-0.9;-5.6;;;;72.7;3.5;749.4;;1250.7;;988.1;8.7;26.8;31.3;96.5;25.1;90.4;;0;0;;115;;;;59;199;46;1;0;340;23.3;15.3;;;;
BEH;13.02.2026 00:00;-4.2;-1.3;-6.9;;;;58.5;2.6;754.1;;1305;;994;7.7;15.4;27.7;55.4;15;54;;0.7;0.1;;138;;;;24;431;100;1.3;0;70;24.2;16.2;;;;
BEH;14.02.2026 00:00;-4.8;-3.4;-6.1;;;;86.8;3.7;756;;1327.1;;996.3;8.3;18.9;29.9;68;18.5;66.6;;0.4;1;;55;;;;53;0;0;0.5;0;353;24.8;16.8;;;;
BEH;15.02.2026 00:00;-7.4;-5.6;-9.2;;;;58.4;2;763.1;;1411.1;;1005.2;9.2;19.5;33.1;70.2;19;68.4;;3.4;0.6;;136;;;;23;359;82;1.1;0;339;27.4;19.4;;;;
BEH;16.02.2026 00:00;-6.8;-4.4;-8.6;;;;76.4;2.8;758;;1355.2;;998.8;4.8;25.9;17.3;93.2;25.4;91.4;;2;4.6;;65;;;;62;6;1;0.7;0;347;26.8;18.8;;;;
BEH;17.02.2026 00:00;-8;-5.2;-10.1;;;;75.2;2.5;761.7;;1398;;1003.4;9.7;20.3;34.9;73.1;19.6;70.6;;0.1;0.3;;81;;;;72;24;5;0.8;0;336;28;20;;;;
BEH;18.02.2026 00:00;-7.1;-3.8;-12.8;;;;45.9;1.6;765.4;;1434;;1008.1;5.4;19.1;19.4;68.8;18.6;67;;1.3;0;;125;;;;63;297;67;1.1;0;43;27.1;19.1;;;;
BEH;19.02.2026 00:00;-5;-2.5;-7.8;;;;81.3;3.4;758.3;;1352.1;;999.2;9.4;26.5;33.8;95.4;25.3;91.1;;7.6;8.9;;44;;;;42;0;0;0.7;0;2;25;17;;;;
BEH;20.02.2026 00:00;-4.5;-2.6;-5.7;;;;72.7;3.2;769.3;;1466.7;;1013;14.1;23.4;50.8;84.2;23.2;83.5;;0;0;;125;;;;108;30;7;1.1;0;332;24.5;16.5;;;;
BEH;21.02.2026 00:00;-2.8;-0.7;-5.1;;;;76.9;3.9;776.8;;1539.9;;1022.3;12.3;24.2;44.3;87.1;23.3;83.9;;0.1;0.1;;86;;;;78;39;9;0.9;0;338;22.8;14.8;;;;
